var name,label,var type,dataset
V0440,"V0440 - CJC10a1: # of yrs sentenced for (offense_multi2)CJC10a1. How long was the sentence for [OFFENSES_MULTI]? Include any suspended time. YEARS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0441,"V0441 - CJC10a2: # of mos sentenced for (offense_multi2)CJC10a2. How long was the sentence for [OFFENSES_MULTI]? Include any suspended time. MONTHS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0442,"V0442 - CJC10a3: # of days sentenced for (offense_multi2)CJC10a3. How long was the sentence for [OFFENSES_MULTI]? Include any suspended time. DAYS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0443,"V0443 - CJC10b: Range of time/Indeterminate sentenceTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0444,"V0444 - CJC10b1_min: Min # of yrs sentenced for (offense_multi2)CJC10b1. How long was the sentence for [OFFENSES_MULTI2]? Include any suspended time. (RECORD RANGE OF TIME OR INDETERMINATE
SENTENCE)  YEARS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0445,"V0445 - CJC10b1_max: Max # of yrs sentenced for (offense_multi2)CJC10b1. How long was the sentence for [OFFENSES_MULTI2]? Include any suspended time. (RECORD RANGE OF TIME OR INDETERMINATE
SENTENCE)  YEARS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0446,"V0446 - CJC10b2_min: Min # of mos sentenced for (offense_multi2)CJC10b2. How long was the sentence for [OFFENSES_MULTI2]? (RECORD RANGE OF TIME OR INDETERMINATE SENTENCE)  MONTHS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0447,"V0447 - CJC10b2_max: Max # of mos sentenced for (offense_multi2)CJC10b2. How long was the sentence for [OFFENSES_MULTI2]? (RECORD RANGE OF TIME OR INDETERMINATE SENTENCE)  MONTHS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0448,"V0448 - CJC10b3_min: Min # of days sentenced for (offense_multi2)CJC10b3. How long was the sentence for [OFFENSES_MULTI2]? (RECORD RANGE OF TIME OR INDETERMINATE SENTENCE)  DAYS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0449,"V0449 - CJC10b3_max: Max # of days sentenced for (offense_multi2)CJC10b3. How long was the sentence for [OFFENSES_MULTI2]? (RECORD RANGE OF TIME OR INDETERMINATE SENTENCE)  DAYS:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0450,"V0450 - CJC11a: Does sentence include court costs/felony fees: Upcoded versionCJC11a. Does your sentence include court costs or felony assessment fees?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0451,"V0451 - CJC11b: Does sentence include fines: Upcoded versionCJC11b. Does your sentence include any fines?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0452,"V0452 - CJC11c: Does sentence include restitution to victim, if any: Upcoded versionCJC11c. Does your sentence include restitution to the victim if there was one?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0453,"V0453 - CJC11d: Does sentence include other type of fee/payment: Upcoded versionCJC11d. Does your sentence include some other type of fee or payment?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0454,"V0454 - CJC11a: Does sentence include court costs/felony fees: OriginalCJC11a. Does your sentence include court costs or felony assessment fees?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0455,"V0455 - CJC11b: Does sentence include fines: OriginalCJC11b. Does your sentence include any fines?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0456,"V0456 - CJC11c: Does sentence include restitution to victim, if any: OriginalCJC11c. Does your sentence include restitution to the victim if there was one?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0457,"V0457 - CJC11d: Does sentence include other type of fee/payment: OriginalCJC11d. Does your sentence include some other type of fee or payment?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0458,"V0458 - CJC12a: Does sentence include community service: Upcoded versionCJC12a. Does your sentence include community service?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0459,"V0459 - CJC12b: Does sentence include mandatory drug testing: Upcoded versionCJC12b. Does your sentence include mandatory drug testing?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0460,"V0460 - CJC12c: Does sentence include drug/alcohol treatment program: Upcoded versionCJC12c. Does your sentence include drug or alcohol treatment program?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0461,"V0461 - CJC12d: Does sentence include sex offenders treatment program: Upcoded versionCJC12d. Does your sentence include sex offenders treatment program?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0462,"V0462 - CJC12e: Does sentence include psychiatric/psychological counseling/treatment: Upcoded versionCJC12e. Does your sentence include psychiatric or psychological counseling or treatment?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0463,"V0463 - CJC12f: Does sentence include other special conditions/restrictions: Upcoded versionCJC12f. Does your sentence include any other special conditions or restrictions?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0464,"V0464 - CJC12a: Does sentence include community service: OriginalCJC12a. Does your sentence include community service?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0465,"V0465 - CJC12b: Does sentence include mandatory drug testing: OriginalCJC12b. Does your sentence include mandatory drug testing?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0466,"V0466 - CJC12c: Does sentence include drug/alcohol treatment program: OriginalCJC12c. Does your sentence include drug or alcohol treatment program?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0467,"V0467 - CJC12d: Does sentence include sex offenders treatment program: OriginalCJC12d. Does your sentence include sex offenders treatment program?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0468,"V0468 - CJC12e: Does sentence include psychiatric/psychological counseling/treatment: OriginalCJC12e. Does your sentence include psychiatric or psychological counseling or treatment?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0469,"V0469 - CJC12f: Does sentence include other special conditions/restrictions: OriginalCJC12f. Does your sentence include any other special conditions or restrictions?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0470,"V0470 - CJ28: Definite release date?CJ28. Do you have a definite date on which you expect to be released from prison?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0471,"V0471 - CJ29a: Month of expected release (suppressed)CJ29a. In what month and year do you expect to be released?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0472,"V0472 - CJ29b: Year of expected releaseCJ29b. In what month and year do you expect to be released?   4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0473,"V0473 - CJ30: Expect to ever be released?CJ30. Do you expect to ever be released from prison?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0474,"V0474 - CJ31a: Month of earliest possible release date (suppressed)CJ31a. In what month and year is your earliest possible release date?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0475,"V0475 - CJ31b: Year of earliest possible release dateCJ31b. In what month and year is your earliest possible release date?  4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0476,"V0476 - CJ32: Expect supervision on parole/probationCJ32. When you are released, do you expect to be supervised in the community on either parole or probation?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0477,"V0477 - CJ33: Classify controlling offense (CAPI variable)CJ33. Is the [CONTROLLING_OFFENSE] generally considered a...Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0478,"V0478 - CJ34: Act alone/receive help during offenseCJ34. Were you acting alone when you committed the [CONTROLLING_OFFENSE] for which you are now incarcerated or was someone
helping you?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0479,"V0479 - CJ35: How many people helped with offenseCJ35. How many people were helping you commit the [CONTROLLING_OFFENSE]?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0480,"V0480 - CJE1: One or more victimCJE1. The next few questions are about the victims of the [CONTROLLING_OFFENSE] for which you are now in prison. Was there one
victim of the [CONTROLLING_OFFENSE] or more than one?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0481,"V0481 - CJEA1: Victim of Hispanic originCJEA1. Was the person of Spanish, Latino, or Hispanic origin?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0482,"V0482 - CJEA2_1: Race(s) of victim- WhiteCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0483,"V0483 - CJEA2_2: Race(s) of victim- Black or African AmericanCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0484,"V0484 - CJEA2_3: Race(s) of victim- American Indian or Alaska NativeCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0485,"V0485 - CJEA2_4: Race(s) of victim- AsianCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0486,"V0486 - CJEA2_5: Race(s) of victim- Native Hawaiian or Other Pacific IslanderCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0487,"V0487 - CJEA2_6: Race(s) of victim- DK/RFCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0488,"V0488 - CJEA2_7: Race(s) of victim- Item FlagCJEA2. What race was the person? You may answer yes to one or more of these categories. (CHECK ALL THAT APPLY)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0489,"V0489 - CJEA3: Sex of victimCJEA3. Was the person male or female?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0490,"V0490 - CJEA4: Age range of victimCJEA4. How old would you say the person was?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0491,"V0491 - CJEA5: Did you know the victimCJEA5. Was the person someone you knew or a stranger you had never seen before?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0492,"V0492 - CJEA6: How well did you know victimCJEA6. How well did you know the person -  by sight only, casual acquaintance, or well known?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0493,"V0493 - CJEA7: Relationship to victim at time of crime: Upcoded versionCJEA7. What was the person's relationship to you at the time of the crime? For example, a friend, relative, etc.Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0494,"V0494 - CJEA7: Relationship to victim at time of crime: OriginalCJEA7. What was the person's relationship to you at the time of the crime? For example, a friend, relative, etc.Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0495,"V0495 - CJEA8: Classify the offense (CAPI variable)CJEA8. CLASSIFY THIS OFFENSE, [CONTROLLING_OFFENSE], INTO ONE OF THE CATEGORIES BELOWTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0496,"V0496 - CJEA9: Victim hurt/injured during crime?CJEA9. Was this person hurt or injured during the [CONTROLLING_OFFENSE]?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
